lemma	sense_num	definition	ontonotes_sense_examples	visualness_label
feed	8	be or become exasperated	"I am also fed up by an interminable, deeply tragic conflict between these two peoples.
Expecting nice gestures from this place is kind of what eventually fed me up with it.
The EU and the Euro have fed me up since they got introduced."	0.0
point	1	indicate or draw attention to something	"They pointed to the gun lying on the ground.
Watch where I'm pointing!
The growing deficit was pointed out by the senator.
Shortness of breath may point to a more serious underlying ailment.
The sign pointed the way to London."	1.0
point	2	orient or aim something	"She pointed her dart carefully at the opposite wall.
He pointed his horse towards the setting sun and galloped away.
Tighten the jib sheet if you plan to point the ship this close into the wind.
That sailboat stalled because it was pointing too close into the wind.
The gun points with ease.
Please point your mouth at me when you speak.
His criticism was pointed only at her acting ability."	1.0
point	3	tag or mark texts to supply additional information	Which scholar pointed these texts?	1.0
point	4	shape something into a point	"The artist pointed the tip of his brush by carefully swirling it.
That ballerina can really point her toes!"	1.0
point	5	repair bricks on a structure	We paid a lot to have them point our chimney and exterior walls.	1.0
color	1	add or change colors	"How does a toymaker color his toys?
Can the fallout from a meteor explosion color the rain?
The child colored the cat purple.
Fall colored the trees.
Your test is to name and color in all the countries on the map.
A red shirt in my laundry colored all my whites pink."	1.0
color	2	modify or bias	"My prejudices always color my judgement.
Don't let his foul mouth color your opion of him.
Donnie's past experiences color his social interactions"	0.0
color	3	give a deceptive explanation or excuse for	She really knows how to color her lies.	0.0
float	1	(cause to) be suspended in/on a gas or liquid without sinking or falling	"An empty bottle will float.
We spent a lazy afternoon floating down the river.
Fluffy white clouds were floating across the sky.
Men and equipment actually floated around in the weightless conditions of space.
The children enjoy floating their boats on the pond in the park.
America has floated warships through the straits more than once.
He floated the logs the two miles to the mill."	1.0
float	2	suggest, consider, or discuss tentatively	"Ian has floated the idea that we should think about expanding into Europe next year.
Asked what might be on the table in restructuring talks, Young floated a few ideas.
Mark has floated some new possible ways of approaching these proposals.
Did you know there is a new theory that is being floated around?"	0.0
float	3	move or act as if floating, i.e., gracefully, aimlessly, etc.	"She floats across the stage speaking only in her language of hands.
She floated around the room, like a ballet dancer.
Miss Golightly [...] floated round in their arms light as a scarf. (Truman Capote) Lauren floated through dismal dreams, apathetically observing the somber scenes.
Since he lost his job, he's just floated about doing nothing.
A tiny diary that floated around the globe on a 500-day sojourn in the hands of travellers.
I floated from job to job until 1994, when I went back to school."	1.0
float	4	allow the value of something to fluctuate according to market forces; offer for sale in the financial market	"The government has decided to float the dollar.
They would float the currency and remove the remaining capital controls.
Czech pharmaceuticals company Zentiva floated Dollars 225m of shares.
The company said Friday that some of its shareholders had decided to float up to 10% of the company's common shares.
Symbian shareholders have now decided to float the joint venture on the stock market.
Some companies have floated junk bonds."	0.0
float	5	make the surface level or smooth	Be ready to float the plaster wall out afterward to achieve a smooth finish.	1.0
float	6	convert from a fixed point to a floating point notation	(Could not find any examples.)	0.0
walk	1	amble, travel, traverse, or cross by foot	"Walk, don't run!
She walks with a slight limp.
He walks three miles every day.
She is enthusiastic about the acrobats who walked the tightrope 10 meters above.
For a month after the surgery, he could only walk with crutches.
With some prodding, Barney walked the plank, and jumped into the sea.
After breakfast, she walked about the park.
We were walking around the garden.
He walked away before I could say anything.
She walks in at all hours, as if she lived here.
I got annoyed and just walked off.
I was simply walking on air all day."	1.0
walk	2	lead or escort	"I'll walk you to your car.
Don't forget to walk the dog.
He walked the horse up the mountain.
I have a harness and I'll walk the cat to see how she likes it.
All day I nursed her, all night I walked her, and napped, and nursed, and walked her.
At her apartment I walked her to her door.
I have walked her through disabling the firewall.
I walked him through the whole process and he built a flamenco guitar by himself."	1.0
walk	3	perform, rehearse, or do	"We walked through the complete ceremony once.
I also met with our sound designer Joe today and we walked through the play.
I kept it very light as we walked through the light cues."	0.0
walk	4	leave abruptly and purposefully/abandon	"The customer that was not served walked out.
She walked out on her husband and children.
The workers are threatening to walk out if they do not get a higher wage."	1.0
walk	5	steal or take	"He walked off with my wife!
The thief walked off with my gold watch.
My CEO has just walked off with my pen!
Toledo walked off with a 1-0 victory over Buffalo Wednesday afternoon."	0.0
walk	6	in baseball, to obtain/give a base	"A's shortstop Bobby Crosby walked with the bases loaded in the bottom of the 17th.
Adam Ruszkowski came on in relief and walked the first batter to load the bases."	1.0
walk	7	be or act in association with	"It should be the desire of every person to walk with God.
We must walk with our dispossessed brothers and sisters.
India invites tourists to walk with Buddha.
The refusal to admit doubt seems to walk hand in hand with a refusal to admit one is short of ideas.
You have the ability to walk alongside people and to share your gifts and talents in meaningful ways."	0.0
walk	8	live or behave in a specified manner	"Unhappy people around the world continue to walk in sadness feeling hopeless.
For to walk with hope is to walk with hope in our hearts.
She vowed to follow the steps of Jesus as she lived in faith and walked with hope.
I walk this lonely road, the only one that I have ever known.
Allan walked a tightrope, not only between art and life, but between grandeur and intimacy.
Cash is filled with the candor, wit, and wisdom of a man who has truly walked the line."	0.0
walk	9	abuse, beat	"You don't have to grovel at his feet and let him walk all over you.
Stand your ground, don't continue to let her walk all over you.
The local team walked over their old rivals for the championship."	1.0
walk	10	interrupt	"Have your parents ever walked in on you?
A police officer shot a man yesterday morning after the officer walked in on a robbery attempt.
John told his parents he had inadvertently walked in on a seething row between two employees."	1.0
wash	1	clean, cleanse, or able to be cleaned	"Wash the towels please!
Wash your face only twice per day.
Does this material wash?
I could watch my two cats wash each other all day.
The nurse washed away the blood.
After the paintball war, Joey washes off all the paint.
I can't wash all the dirt out of my shirt.
Good children wash up before dinner.
Her eyes were washed with tears at her grandfather's funeral."	1.0
wash	2	Move, form or eliminate by/with water	"The swollen river washed away the footbridge.
Distilled water will wash minerals from soil.
The river washed a ravine into the mountainside.
Small waves washed the shore.
The body washed down the river.
Many shells washed up on the beach after the hurricane.
The rain washed out the baseball game."	1.0
wash	3	Admit to testing/proof	"This silly excuse won't wash in traffic court.
I don't that will wash out in proceedings today."	0.0
wash	4	apply a thin coating of paint/metal	"In between each wash with paint.
How to lime wash with paint."	1.0
wash	5	accompany food with a lot of liquid	"Danika ate the burger quickly and washed it down with a pint of beer.
He likes to wash his worries down with a nice glass of whiskey."	1.0
wash	6	drain of color or vitality; exhaust	"Wearing yellow totally washes me out.
He was washed up after the exam.
The harsh detergent washed all the color out of this blouse.
Her illness washed her out."	0.0
brush	1	rub, clean or groom	"John brushed the hairs from his jacket.
She brushed the suit before hanging it back in the closet.
There is advice on how often to brush hair and which brush to use.
He brushed the crumbs from his shirt."	1.0
brush	2	touch lightly, sweep	"He brushed the wall lightly.
Her long skirt brushed the floor.
Brush the bread lightly with butter.
Could you please brush powdered sugar on these cupcakes?
My husband is now brushing elbows with the big bosses."	1.0
brush	3	bring to a finished, developed or superior state	"He brushed up on his algebra to take the GRE.
Girl, you need to brush up your acting skills."	0.0
brush	4	disregard or reprimand	"U.S. Secretary of State disputed a report that she brushed off the head of the CIA.
The Roman Emperor brushed off the threats of the Visigoths.
Questions about war cannot be brushed aside."	0.0
carry	1	transport, move, or extend (from X) (to Y)	"I can't carry all these bags into the house at once.
That player can really carry the ball!
Just carry the total from that column to this column.
For 68+57, I add 8 and 7 to get 15, that I put down 5 and carry 1.
Small plankton and shrimp are carried by the ocean currents.
The ambulance carried the injured athlete away this morning.
While traveling with her husband she was carried off by the centaur Nessus.
It is easy, however, to carry the argument too far.
The civil war carried into the neighboring province.
The news was carried by word of mouth to every settlement.
His considerable fame carried him to Rome and Milan.
Her voice carries well in this big opera house.
Sound carries well over water.
I try not to let my problems at work carry over into my private life.
The news carried from village to village.
How do you carry forward the balance (good or bad) of the previouse month?
You cannot carry the credit back to taxation years that end before April 23, 2003.
It is possible to carry over the budget beyond the expected completion date.
This rifle carries 3,000 feet (has a range of 3,000 feet)."	1.0
carry	2	have, contain, hold, or feature	"He always carries a cane.
These jugs will carry our water supply.
How many people are carried on the payroll?
Do you carry karosene holders?
I will always carry his smile in my mind.
Darien's face carried frustration.
His opinion carries a lot of weight.
The crime carries a penalty of five years in prison.
This loan carries a high interest rate.
Citibank carries $150 million in earthquake insurance.
The restaurant is now carrying a new menu.
The morning news carried the press conference.
It was a candid story of an athlete, who carried a cause and succeeded.
His heart still carried scars from what Boyer had said about riders like him."	1.0
carry	3	support, sustain, bear, or be responsible for	"The weight of the cathedral roof is carried by two rows of pillars.
The biology majors are carrying a heavy course load.
The middle class carried the largest tax burden for many years.
He resented having to carry his brother through years of illness.
He really drank more than he could carry.
This land will carry ten cows to the acre."	1.0
carry	4	win or be approved	"The senator will probably carry his home state.
He carried the crowd with his impassioned speech.
the troops carried the town after a brief fight.
The motion to nominate John as president carried easily.
She lost the game but carried the match."	0.0
carry	5	behave or move in a certain manner	"He always carried himself with dignity.
Still carries herself with her trademark style.
You can tell she's a dancer from the way that she carries herself.
The dog was taught to fetch and carry."	0.0
carry	6	lose control of action, emotions, or behavior	"Sorry, I got carried away in the moment.
The crowd was carried away by his passionate speech.
The children have carried on all day!"	0.0
carry	7	achieve something successfully	"He can't, for his life, carry a tune.
I thought he carried off the part of Hamlet with great skill.
She was nervous about giving a talk, but she carried it off very well."	0.0
carry	8	continue or do something as desired or planned	"Let's carry on this discussion at some other time.
You just have to carry on as if nothing's happened.
Daphne is carrying on the family tradition by becoming a lawyer.
We need solid plans to carry out this task properly.
Will it be possible to carry through the reforms as quickly as we hope?"	0.0
carry	9	be pregnant or continue to be pregnant	"It was quite a shock to learn that she was carrying twins.
I was enormous when I was carrying Josh.
Most women who miscarry, will carry to term if they become pregnant again."	1.0
carry	10	CARRY OFF: eliminate or decimate	"He admitted that the disease carried off large numbers of persons.
In 1160, Saracens carried off the entire population of Porquerolles."	0.0
carry	11	CARRY THROUGH: (cause to) endure or survive through hardship	"The soldiers' courage carried them through.
I force her to eat a snack at bedtime to carry her through the night."	0.0
apply	1	employ or utilize, put into service	"This theory was applied to too many projects.
He applied his first-aid skills to help the accident victims.
Apply these rules on your problem set.
Practitioners apply magnetic field therapy to the outside of the body.
The first basic change in lamps applied a principle that was later adapted to gas burners.
Do you just randomly apply insults to a situation as you can think of them?
He applied a punch to his face.
The couple applied their money and efforts to their morgage.
I applied the breaks but couldn't avoid the head-on collision."	0.0
apply	2	be relevant or pertinent	"The theory applies here.
The same rules apply to everyone!
Offer applies to US and Canadian addresses only.
Please also see the following information as it applies to you."	0.0
apply	3	formally request or ask	"He applied for a job in Limerick.
Apply for admission to any public university in Texas.
You can apply for a loan on your own or with a cosigner.
Cingular applied to patent smileys?"	1.0
apply	4	spread over a surface, make things come into contact	"They applied red paint to their torsos, highlighting their tattooed designs.
The boy applied glue sparingly to the paper.
She applied makeup in bold strokes, outlining her almond-shaped eyes in black.
He drills them for the keychain, paints them and applies stickers."	1.0
apply	5	work diligently, spend energy and time over something	"I could have done better if I'd applied myself a little more.
Apply yourself, child!"	0.0
open	1	cause or become accessible state, make or         become available	"She opened the hood to check the oil.
The door won't open.
This decision will open him to attacks from the press.
That memory opened old wounds.
She opened her heart to me.
I tried talking to her about it and she opened up to me slowly.
I can't seem to open any of these Ascii files.
After you open your browser, select the preferences tab.
They are opening that land for commercial use.
A position in the neurology department has just opened.
This opens up new possibilities!
The Episcopal Church recently opened up the priesthood to women."	1.0
open	2	initiate, begin an activity or operation	"He opens every lecture with a joke.
Stocks opened lower this morning.
In that chess game, white opened with the queen's knight.
They opened a new library downtown.
You need a license to open up a liquor store.
That store doesn't open for business on Sundays.
Voting has opened for the blogging scholarship.
Jackson Browne and Linda Ronstadt opened for The Eagles.
Breckenridge Resort's Peak 8 base area opened for the season this week."	0.0
open	3	lead to	"The forest suddenly opened into a field of wild flowers.
The master bedroom opens to a large terrace."	1.0
open	4	unfold or extend something	"The eagle opened his mighty wings.
She opened her arms for a hug.
He held it underhand and opened up his fingers."	1.0
open	5	shoot at	"The troops opened fire on innocent civilians.
The squad opened fire on the prisoner."	1.0
speak	1	vocalize, communicate through speech	"They spoke in hushed whispers in the cathedral.
The prisoner won't speak.
She speaks Spanish fluently.
The staff writer spoke with eight couples about why they think they're compatible.
Speaking of John, have you seen him today?
The children spoke of a curious old man with a crooked cane whom they'd seen in the village.
I did not say all that my heart spoke to me.
His music really speaks to me.
Management isn't really speaking to the rank and file of the company."	1.0
speak	2	give a formal speech or lecture	"Andrea Jung, Avon CEO, will speak at the Fairfield Awards Dinner.
Garciaparra continues a tradition of well-known baseball figures to speak at the dinner.
We are scheduled to speak at the conference.
This organization gives seminars on how to speak in public."	1.0
speak	3	make a characteristic or natural sound	"The drums spoke.
I heard a subtle lovely bell-like sound, as the wind spoke through the rigging.
The lone flute player hushed the crowd, the air was rich with atmosphere and the pure sound of the flute spoke."	0.0
speak	4	be a spokesperson or a representative for something	"I lost a son in Iraq and Cindy Sheehan does not speak for me.
Who will speak for the trees?
They often hire celebrities to speak for their clients.
The work will speak for itself."	0.0
speak	5	voice one's opinion	"An example of when you should speak up is when a player discusses the hand while it is still in progress.
If there ever was a time when we needed to speak up on behalf of people whose rights are being abridged, that time is now.
I reached out to the victims and let them know that they could and should speak up.
The nuns said all should speak out against wrong.
Jane spoke up for herself at the meeting.
Three chairmen of the Board of Education spoke out in favor of creating a policy that would make meetings more efficient."	0.0
speak	6	talk more loudly	"I couldn't hear you. Could you please speak up?
They asked the woman to speak up a little in order to hear her from the back of the room."	0.0
speak	7	Provide evidence of.	"The results of this project speak to his ability to lead.
His novels speak for his ability to write both poetry and prose."	0.0
use	1	apply or employ something for a purpose	"Don't use a natural bristle brush with latex paint.
He used Sally to land that job.
The defense will use the argument of self defense.
Mary uses her pawns well in chess offense strategies.
Options can be used as a hedge against unfavorable stock price movements."	1.0
use	2	consume or ingest,usually habitually	"John used cocaine on the job.
Can those athlestes use steroids legally?
Mary is using birth control pills."	1.0
use	3	expend a quantity	"Pleae don't use all the toothpaste.
The commitee used all their time discussing the rezoning issue, and nothing else.
That rocket will use more oxygen during liftoff than you'll breathe in a lifetime.
As the battery is used up, its output voltage falls.
Those meetings used up three hours of my time."	1.0
use	4	act customarily or regularly	"We used to surf in Santa Cruz.
He used to have a drinking problem.
Her cat used to scratch the draperies."	0.0
prepare	1	to put together, assemble, concoct	"He is going to prepare breakfast for the whole crowd.
I haven't prepared my speech yet.
It turns out the minister had been preparing the king's overthrow for years.
She prepared the navy beans by first soaking them in water overnight."	1.0
prepare	2	to make ready, fit out	"I will prepare Mary for the worst.
She prepared the children for school every morning.
They are preparing him for the diplomatic core.
The shop is prepared to sail at dawn.
John hasn't prepared adequately for the bar exam.
The king prepared his son to take over the rule of the kingdom."	0.0
paint	1	Make a painting (of) in an artistic way.	"He painted all day in the garden.
He painted a painting of the garden.
He painted his mistress many times.
For art class, I painted a chair."	1.0
paint	2	Coat with paint or other liquid in a non-artistic fashion.	"We painted the rooms yellow.
It took all day to paint the ceiling.
We painted the trim white.
The worker painted the gutters with linseed oil.
The dentist painted his teeth with a brightening agent."	1.0
paint	5	Characterize.	He painted him as being smart.	0.0
top	1	exceed or surpass, go beyond, be greater than something	"Profits this year topped 500 million dollars.
She topped her performance of last year.
Record attendance 2000 was surpassed in 2001, then topped again in 2002.
It hasn't been too long since my daily hit numbers topped over the hundred-per-day mark"	0.0
top	2	reach or cause to reach the highest point, best something	"It topped the charts for 9 weeks, becoming the longest stay at the top all decade.
She tops her class every year.
Dell tops the market in PCs.
Trying to decide if a career change is in order tops my priorities.
The hikers topped the mountain just before noon.
Bids for the painting topped out at $50 million.
That really topped my joy, y'all."	0.0
top	3	be located at or on top of something	"Top the bread with a layer of melted cheese.
A start tops our Christmas tree.
The towers were topped with conical roofs.
I ate garlic sesame seed sauce, topped over a hearty bowl of Chinese noodles."	1.0
top	4	cut the upper part off something	"Top the carrot before cutting it into strips.
Many people mistakenly believe that topping trees will reduce storm damage."	1.0
top	5	make a finish, end or conclusion	"They topped off their dinner with a cognac.
More flowers, cake, and balloons topped off the day.
Top the celebration with your gift to Daddy with this bouquet of white roses."	0.0
top	6	strike the upper part of a ball giving it forward spin	"He addressed the ball, took his back swing, but, alack and alas, he topped it again.
I had topped the ball, trickling it a few yards down the fairway."	1.0
top	7	fill (usually liquid) to the rim	"Carefully top the glass up with tequila, trying to avoid mixing up the Tabasco.
Make sure you top the tank with boiled tap water.
Do you top off your gas tank and overfill it?"	1.0
top	8	give up something just as one reaches success	The financial consultant topped out at age 40 because he was burned out.	0.0
overlook	1	fail to notice; ignore	"How could she have overlooked all those typos?
He overlooks the fact that news is put together to appeal to viewers.
I'm going to overlook that last comment."	0.0
overlook	2	be oriented so as to look down on	My office overlooks the parking lot.	1.0
overlook	3	watch over; supervise	Mr. Casaubon does not like any one to overlook his work. --George Eliot, Middlemarch	1.0
grow	1	enter a new condition or state	"The sky grew black as we headed the boat to harbor.
The patient is growing sicker by the day.
He changed jobs, grew a beard and bought a new sports car."	0.0
grow	2	normal physical development by natural processes	"In these forests, mushrooms grow under the trees.
He is growing a new variety of grape in his vineyards.
They grew corn for livestock where I lived as a child.
The ivy grew over the patio."	1.0
grow	3	human emotional development	"Her son grew to his full height by age twelve.
The girls grew from their experience helping the relief workers after the earthquake."	0.0
grow	4	increase or expand	"Their business is growing fast.
The responsibilities associated with this job have grown too large for me to handle.
They saw a huge fireball growing across the eastern horizon."	0.0
grow	5	arise, originate	Their friendship grew over the years.	0.0
grow	6	specific way or process of development	"Stalactites grow from the top of caves, and stalagmites grow from the bottom of them.
Crystals grow as a lattice structure."	1.0
attach	1	join, connect, assign or associate	"I attached a photo to my application form.
I'm attaching a copy of the latest report to the email.
The spider attached a thread to the window sill.
The spider's thread attached to the window sill.
The construction worker attached the door to the frame.
How do you set up an HP DeskJet printer that is attached to a Windows XP computer?
Should I attach a label on this gift?
Wherever convenient, a famous/infamous person was attached a label.
I attach no importance whatsoever to their claims.
Many major issues are attached to this legislation.
There are many issues attached to this question."	1.0
attach	2	bind somebody or become bound emotionally	"I'm very attached to my mobile phone.
Taylor has reportedly become closely attached to her pet dog.
If your child is attached to his teacher, have him write an end-of-year thank-you card.
Being on his own, he attached himself to a noisy group at the bar."	0.0
attach	3	seize something legally	"Kansas Department of Revenue attached the property to pay the drug tax and penalty.
When personal property is attached, it remains in the custody of the officer until judgement.
The maintenance court authorizes the issue of a warrant of execution to attach goods."	0.0
live	1	exist in a certain manner, mode, or style	"We had to live frugally after the war.
Many people in the world have to live on $1 a day.
She lived lavishly on her inheritence.
He said Italians really know how to live.
I lived through two divorces The holocaust survivors have lived a nightmare.
He lived a thrilling life at sea.
She lived a boring existence at the private school."	1.0
live	2	inhabit, dwell	"She lived in New Jersey all her life.
For many years only a few people lived on that island.
I live in a 220 year old house.
The Anazazi Indians lived in cliffs above the desert floor.
Who knows what evil lives in the hearts of men?"	1.0
live	3	survive, continue	"The legend of Elvis lives on.
We lived without water and food for 3 days.
These superstitions live in the backwaters of America."	0.0
live	4	have a mortal existence	"My grandfather lived until the end of war.
Tiny mammals lived during the age of dinosaurs.
The terminally ill patient wished he could live to see his grandchild."	0.0
live	5.1	Live_on	"He lives on through his art.
Elvis lives on in Vegas."	0.0
live	5.2	live to the end	"Let me live out my years in heat of blood!
Stubborness helps Bears coach live out boyhood dream."	0.0
live	5.3	work in a house where one doesn't live	"If your nanny lives out, she's entitled to minimum wage.
The maid lives out but comes and provides daily service."	0.0
live	5.4	Live_down	"You can never live this down!
We couldn't stop laughing and he never lived it down."	0.0
live	5.5	Live_in	"If your nanny lives in, you do not have to pay minimum wage.
Our trusted maid lives in and performs domestic duties."	0.0
live	5.6	Live_it_up	"It's your birthday, so let's live it up!
Live it up on your next trip!"	0.0
live	5.7	Live_over	If I had my life to live over I'd pick more daisies.	0.0
serve	1	fulfill a function/or be used as something	"This table serves both as  a desk and a work bench.
That law serves no useful purpose that I can determine.
That sewage plant serves the entire coastal community.
This example will serve to illustrate the point.
He argues that the state-run programs are not serving the public as planned."	0.0
serve	2	contribute to, be useful to something	"His remarks served to ignite whole neighborhoods.
Bold decisions by their visionary CEO have served the firm well over the past decade.
A shot of whiskey served to calm their nerves.
Advocates believe the tax cuts will serve to boost economic growth."	0.0
serve	3	perform a duty	"He served in Congress for two terms.
They served their country nobly.
The waiter will not serve patrons with no shoes or shirts.
John wants to serve in the National Guard.
They served in Desert Storm."	0.0
serve	4	dish out, hand out something, often food	"They are serving mint juleps on the veranda.
Her club serves meals to the homeless on Thursdays.
Bob was served a summons to appear in court.
The sheriff served him papers at his home.
They served up some lively entertainment at the Caberet last night."	1.0
serve	5	spend time in prison	"He served twenty years in prison for armed robbery.
The prisoners were released before they had served their full terms."	1.0
serve	6	mate with, sexual reproduction	This pedigree stallion served three brood mares.	1.0
serve	7	put a ball into play	"It was Mary's turn to serve.
He served four aces during the first game of the tournament.
That tennis star has been serving erratically lately."	1.0
serve	8	wind protectively with yarn or wire	She served the forestays with heavy yarn.	1.0
lift	1	raise; elevate to higher level, status or position	"Can you lift up the book off the table?
My arms are sore from lifting boxes into my closet all morning.
I lifted the bike to the roof of the car.
Turn left, lift your hand slightly and move it right.
She lifted her eyes from the paper to notice the room aglow from the sunset outside.
I believe my basement floor is lifting and cracking.
More than 80% of the elderly lifted from poverty by government programs.
Her latest novel has lifted her into the league of best-selling authors.
Jetmaker Airbus has lifted prices on its new aircraft by about 3.
Natural gas price hike lifted tax revenue.
With better tools and machinery it is possible now to lift the production of final goods."	1.0
lift	2	start off, take off	"Suddenly, a great number of black planes lifted off the ground like a flock of birds.
Space lab plans lifted off today.
Sales lift off as the economy grows by up to 6 per cent this year."	1.0
lift	3	remove, take away or decrease, rid of, put an end to	"There is still plenty to see when the fog lifts later this morning.
Then, somehow, the fog lifted and math suddenly made sense.
She had been grounded for the weekend, but her mother lifted the punishment on Mother's Day.
If we can help lift the ban here, maybe we can help it in other places.
Her depression has lifted."	1.0
lift	4	take or steal	"Lucius walked over to the body and lifted the money from his pocket.
They had both lifted the paragraph from a textbook, verbatim.
They threatened to lift the cattle and plunder the other property about the temple."	1.0
lift	5	make something be heard or noticed	"The choir lifted their voices in song.
Looking over the fields, he lifted a war-cry to the sky.
They lifted a cry of lamentation for those who died in the battle."	0.0
lift	6	cheer up; heighten emotions, feelings, or interest	"A cup of hot tea will lift your spirits.
His low spirits lifted after a few songs.
She said something with the intent of embarrassing me again to lift her ego.
I sing that song everday and your music has lifted up hearts.
The article is informative enough, but it's a bit dull. We need something to lift it."	0.0
lift	7	take out or up by digging or scooping	"He lifted potatoes, beets, and rutabagas from storage in the loose soil.
Lifting tulip bulbs over the summer is indeed a good thing to do.
When I lifted a scoop of pasta out from the pot, the melted cheese strings formed a web."	1.0
lift	8	transport something from one place to another	"The food was lifted to the prisoners by an old timey hand pulled dumb waiter.
The rescue helicopter lifted the stranded climbers to safety."	1.0
lift	9	perform cosmetic surgery	"A different kind of suture could lift the face in a more efficient way.
The barbs on one end of the thread grab and lift the skin.
The brow can be lifted by removing excess."	1.0
lift	10	pay back debt, mortgage, or other obligations	(Could not find examples.)	0.0
stick	1	adhere, (cause to) stay in place	"Are you sure this wallpaper will stick to the wall?
The door sticks--we should plane it.
Stick these labels on the envelopes.
He stuck his coat in the corner of the room.
The dog hair really sticks to this sweater.
Stick around and you'll learn something.
I'll stick about for a few more hours.
He stuck the seal on the document.
She seems stuck on that one problem."	1.0
stick	2	poke into, pierce, protrude	"She stuck the photo onto the corkboard.
He stuck the needle into his finger.
Don't stick your hand out the window!
Stick your ticket in here.
He stuck in a reference to his book.
That nail sticks out from the wall.
The fuschia lettering really sticks out."	1.0
stick	3	endure, be loyal	"The label stuck to her for the rest of her life.
He sticks to his principles.
Those friends really stick together.
He stuck by her through her illness.
She stuck out her term despite the intense criticism.
Stick with your diet."	0.0
stick	4	saddle with something disagreeable	They stuck me with the bill again!	0.0
catch	1	sieze, stop the movement of something, entangle	"Catch the ball!
He quickly caught the elevator door and pushed it open.
We have a big barrel to catch the rainwater.
Who is catching for the Angels today?
One foot caught in the stirrup.
His look caught her.
She caught his eye.
I was caught in traffic and missed the meeting.
The billboard caught my attention.
She caught him before he could say anything else.
She managed to catch herself before telling her boss what was really on her mind."	1.0
catch	2	capture, ensnare, discover in the act	"She caught her son eating candy.
He was caught shoplifting.
The reporter caught the senator in his lie.
He caught her staring out the window.
Cheating students were caught out by cellphone monitors.
I caught a rabbit in a trap today.
Did you finally catch the thief?
She caught his heart.
She really caught the spirit of the place in her drawings."	1.0
catch	3	perceive, understand, be aware of	"I caught the aroma of coffee.
He caught the allusion of her glance.
He caught a glimpse of her by the last rays of twilight.
We caught the conversation at the next table.
We caught something of his theory in the lecture.
A mammogram may not catch a small tumor.
I don't catch your meaning.
I didn't catch your name.
She didn't get the joke at first, but then she caught on."	0.0
catch	4	connect with; reach a target or goal	"I have to catch a train at 7:00.
The Rolls Royce caught us near the exit ramp.
I caught up on my homework.
I'm trying to catch up with the latest developments.
We spent hours catching up on the phone.
I'll catch you later!"	1.0
catch	5	receive, be affected by, suffer	"Even little Edris caught the mood and began to giggle.
The tablecloth caught fire.
Did you catch a cold?
She will catch hell for this behavior!
I really caught it the next day, for stealing my mom's things.
I was caught up in the excitement."	0.0
catch	6	attend an entertainment or event	"Let's catch a movie.
There's still time to catch the best show on television.
After work, they caught a baseball game."	1.0
catch	7	start and spread	"The fire caught.
The fashion did not catch.
The building green trend is catching in the corporate world.
This diet plan never really caught on."	1.0
catch	8	get something necessary	"Let's catch a bite to eat.
I need to catch a few zzzzs.
Give him a moment to catch his breath.
I haven't caught a wink in the past few nights."	0.0
catch	9	hit, contact	"The rock caught her in the back of the head.
The punch caught him in the stomach."	1.0
line	1	be in a line along; run along	"Various buildings and shops line the street.
More than a million people lined the route of the Tour de France."	1.0
line	2	(cause to) form a line	"Gadget freaks lined up in front of stores days before the new phone went on sale.
The colonel lined up his troops for inspection.
They line up either on the line of scrimmage or one yard behind it.
The checkmarks line up about 20 pixels below the Feature description.
How are the results lining up?"	1.0
line	3	cover the interior of/reinforce	"If you want privacy, line your lace curtains with muslin.
They line all their gloves with cashmere.
A mucus membranes lines the uterus."	0.0
line	4	draw or mark with lines	Sorrow had lined his face.	1.0
line	5	arrange for	"He asked her mother to line up a sitter.
They were lining up a farewell summer of pool parties and sleep-overs before heading off to college."	0.0
line	6	make a lot of money, often dishonestly	The labor leader and state assemblyman lined his pockets with more than $2.2 million by ripping off the state.	0.0
hold	1	physically grasp, position, or support something	"Hold this bowl for a moment, please.
The child is holding a cookie in each hand.
Hold on tightly!
I held the tiller while John went forward to untangle the jib.
Hold the fire extinguisher directly on the flames.
Only a single nail is holding that heavy picture to the wall.
You should hold your head straight when you sing.
Can the roof hold all that weight?
Hold your friends close and your enemies closer.
The minister held out his hand, and I grasped it in a firm handshake.
That beam holds up the roof."	1.0
hold	2	stop or restrain something; keep something from being used	"The terrorists held the journalists for ransom.
Hold your tongue.
'Hold your fire until you see the whites of their eyes!' He can hold his breath for 3 minutes!
She held him to his promise.
They're holding a table at Maxim's for us.
Please hold all my calls until I return this afternoon.
He held the taxi as she came down the stairs.
That story held my attention for hours.
She held back a snicker.
Hold down the noise or I'm calling the police!
She held in all her anger.
I'll hold open the position as long as I can.
When it comes to raising prices, just hold the line.
Hurry up. Don't hold up the whole group."	0.0
hold	3	maintain one's state, position, or physical integrity	"If the weather holds, we'll go sailing tomorrow.
The old bridge has held through two major earthquakes.
Do you think the chain will hold?
The revamped defensive line is holding up.
The ropes held fast through the storm.
He held firm despite the pressure to change his vote.
Hold on. I'll be back in a minute.
We held out for three days without food or water.
Just hold tight; the ambulance will be here in a minute.
Those shoes will never hold up in all this snow."	0.0
hold	4	maintain an attitude, belief, or opinion	"We hold these truths to be self evident.
Rousseau's philosophy holds that people are inherently good I still hold to my theory that right makes might.
She was held in contempt of court.
I hold with John that we should drink the good wine first.
She can really hold a grudge!
Take a stand for the principles we hold dear."	0.0
